tweet_id,jpg_url,breed,confidence_level,retweet_count,favorite_count,retweeted,timestamp,source,text,rating_numerator,rating_denominator,name,dog_rating
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,906,1644,False,2015-11-21 02:07:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is erik he s fucken massive but also kind let s people hug him for free looks soft i would hug erik ,11,10,Erik,1
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,207,580,False,2015-11-21 17:05:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is alfie he s that one hypocritical gym teacher who made you run laps great posture cool bench ,6,10,Alfie,0
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,162,424,False,2015-11-21 20:59:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is a trans siberian kellogg named alfonso huge ass eyeballs actually dobby from harry potter ,7,10,a,0
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,171,576,False,2015-11-21 22:14:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is skittles i would kidnap skittles pink dog in back hasn t moved in days ,12,10,Skittles,1
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,171,487,False,2015-11-21 23:10:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is ron ron s currently experiencing a brain freeze damn it ron ,8,10,Ron,0
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,0.8093199999999999,2412,5428,False,2015-11-22 01:20:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is torque he served his nickel better not owe torque money torque will find u cause i m scared of him ,10,10,Torque,1
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,406,838,False,2015-11-22 02:03:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",say hello to bisquick he is a brown douglass fir terrier very inbred looks terrified still cute tho ,8,10,Bisquick,0
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,206,482,False,2015-11-22 03:24:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",here we have an azerbaijani buttermilk named guss he sees a demon baby hitler behind his owner stays alert ,10,10,None,1
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,standard_poodle,0.587372,207,371,False,2015-11-22 17:40:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",good teamwork between these dogs one is on lookout while other eats long necks nice big house s good pups ,9,10,None,0
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,Shih-Tzu,0.985649,46,206,False,2015-11-22 23:12:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is marvin he can tie a bow tie better than me ,11,10,Marvin,1
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,Chihuahua,0.708163,653,1242,False,2015-11-23 02:52:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is jomathan he is not thrilled about the length of the grass ,10,10,Jomathan,1
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,French_bulldog,0.965403,97,281,False,2015-11-23 03:09:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is timofy he s a pilot for southwest it s christmas morning amp everyone has gotten kickass gifts but him ,9,10,Timofy,0
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,miniature_schnauzer,0.904549,280,616,False,2015-11-23 03:25:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet zeek he is a grey cumulonimbus zeek is hungry someone should feed zeek asap absolutely terrifying ,5,10,Zeek,0
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,Pekinese,0.589011,1376,2454,False,2015-11-23 03:33:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is churlie he likes bagels ,10,10,Churlie,1
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,komondor,0.999956,435,915,False,2015-11-23 03:46:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is an irish rigatoni terrier named berta completely made of rope no eyes quite large loves to dance ,10,10,an,1
668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,malinois,0.640185,112,381,False,2015-11-23 16:18:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is banditt he is a brown labeouf retriever loves cold weather smaller dogs are his sons probably ,10,10,Banditt,1
668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,golden_retriever,0.903529,139,409,False,2015-11-23 18:02:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",say hello to bobb bobb is a golden high fescue amp a proud father of bobb sleeps while the little pups play ,11,10,Bobb,1
668902994700836864,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,Brittany_spaniel,0.828425,87,275,False,2015-11-23 21:24:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet lambeau he s a whistling haiku from the plains of southern guatemala so damn majestic ,11,10,Lambeau,1
668975677807423489,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,basset,0.605437,495,1151,False,2015-11-24 02:13:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is jeremy he hasn t grown into his skin yet ears hit the floor probably trips on them sometimes ,11,10,Jeremy,1
668979806671884288,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,golden_retriever,0.608537,292,700,False,2015-11-24 02:29:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is chaz he s an x games half pipe superstar gold medals lost back legs saving a baby from a tornado ,12,10,Chaz,1
668989615043424256,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,pug,0.917326,288,593,False,2015-11-24 03:08:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is bernie he s taking his halloween costume very seriously wants to be baked not a good idea bernie smh ,3,10,Bernie,0
669000397445533696,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,Pembroke,0.82294,5502,18642,False,2015-11-24 03:51:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet terrance he s being yelled at because he stapled the wrong stuff together hang in there terrance ,11,10,Terrance,1
669037058363662336,https://pbs.twimg.com/media/CUjlp51WcAA1vGA.jpg,Chihuahua,0.803528,264,570,False,2015-11-24 06:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",here we have pancho and peaches pancho is a condoleezza gryffindor and peaches is just an asshole amp ,10,10,None,1
669203728096960512,https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg,pug,0.910452,406,885,False,2015-11-24 17:19:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is samsom he is sexually confused really wants to be a triceratops just a great guy ,9,10,Samsom,0
669216679721873412,https://pbs.twimg.com/media/CUmJBS5WUAAKtrP.jpg,golden_retriever,0.992758,346,1053,False,2015-11-24 18:11:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is clarq he s a golden quetzalcoatl clarq enjoys eating his own foot damn it clarq would pet firmly ,8,10,Clarq,0
669327207240699904,https://pbs.twimg.com/media/CUntin8WIAADmLk.jpg,golden_retriever,0.919584,101,496,False,2015-11-25 01:30:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",just got home from college dis my dog she does all my homework big red turd in background no bias at all ,13,10,None,1
669354382627049472,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,Chihuahua,0.97399,1091,2378,False,2015-11-25 03:18:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet dug dug fucken loves peaches ,8,10,Dug,0
669363888236994561,https://pbs.twimg.com/media/CUoO1TLWsAA0Z3w.jpg,golden_retriever,0.539004,200,556,False,2015-11-25 03:56:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",here we have a gingivitis pumpernickel named zeus unmatched tennis ball capacity would highly recommend ,10,10,None,1
669367896104181761,https://pbs.twimg.com/media/CUoSjTnWwAANNak.jpg,basset,0.749394,128,404,False,2015-11-25 04:11:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is chip chip s pretending to be choked lol classic chip ,10,10,Chip,1
669371483794317312,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,Brabancon_griffon,0.483268,148,435,False,2015-11-25 04:26:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is olivi r he s a baptist hindquarter also smooth af with the babes i d totally get in a car with him ,10,10,Oliviér,1
669564461267722241,https://pbs.twimg.com/media/CUrFUvDVAAA9H-F.jpg,toy_poodle,0.623685,104,335,False,2015-11-25 17:13:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is a coriander baton rouge named alfredo loves to cuddle with smaller well dressed dog would hug lots ,10,10,a,1
669567591774625800,https://pbs.twimg.com/media/CUrIK1DWoAAhECq.jpg,Chihuahua,0.980511,45,202,False,2015-11-25 17:25:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet kollin he s a parakeetian badminton from denmark great artist taking break from research loves wicker ,9,10,Kollin,0
669573570759163904,https://pbs.twimg.com/media/CUrNmtFWoAAnWCD.jpg,West_Highland_white_terrier,0.946828,120,388,False,2015-11-25 17:49:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is linda she just looked up and saw you glancing at your neighboring classmate s test ,10,10,Linda,1
669597912108789760,https://pbs.twimg.com/media/CUrjvxiVEAA94dH.jpg,Eskimo_dog,0.595665,131,446,False,2015-11-25 19:25:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is skye he is a bretwaldian altostratus not amused at all just saved small dog from avalanche hero af ,10,10,Skye,1
669603084620980224,https://pbs.twimg.com/media/CUroc7QW4AATIff.jpg,Maltese_dog,0.659619,316,841,False,2015-11-25 19:46:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",very human like cute overbite smile finger to earpiece i m being told that the dog is actually on the right ,10,10,None,1
669683899023405056,https://pbs.twimg.com/media/CUsx8q_WUAA-m4k.jpg,Pomeranian,0.998275,93,338,False,2015-11-26 01:07:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is kloey her mother was a unicorn ,10,10,Kloey,1
669753178989142016,https://pbs.twimg.com/media/CUtw9SAVEAAtFUN.jpg,Pembroke,0.8584940000000001,340,705,False,2015-11-26 05:42:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet chester he just ate a lot and now he can t move that s going to be me in about hours ,10,10,Chester,1
669926384437997569,https://pbs.twimg.com/media/CUwOfnDWcAIXryP.jpg,Pomeranian,0.984231,81,338,False,2015-11-26 17:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i ve never seen a dog so genuinely happy about a tennis ball s cute ,12,10,None,1
669942763794931712,https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,vizsla,0.743216,131,444,False,2015-11-26 18:16:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is andru he made his very own lacrosse stick much dedication big dreams tongue slip go get em andru ,11,10,Andru,1
669970042633789440,https://pbs.twimg.com/media/CUw2MV4XIAAHLO_.jpg,miniature_pinscher,0.734744,43,271,False,2015-11-26 20:04:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is julio he was one of the original ringling bros exceptional balance very alert ready for anything ,10,10,Julio,1
670046952931721218,https://pbs.twimg.com/media/CUx8JSEXIAU6zPp.jpg,Blenheim_spaniel,0.998335,151,575,False,2015-11-27 01:10:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is ben amp carson it s impossible for them to tilt their heads in the same direction cheeky wink by ben s ,11,10,Ben,1
670073503555706880,https://pbs.twimg.com/media/CUyUSuWXIAAZKYF.jpg,malamute,0.6018859999999999,677,1384,False,2015-11-27 02:55:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet winston he wants to be a power drill very focused i believe in you winston ,10,10,Winston,1
670374371102445568,https://pbs.twimg.com/media/CU2l7yvXAAUyYIJ.jpg,English_springer,0.974936,236,668,False,2015-11-27 22:51:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet daisy she s rebellious full of teen angst thought her food should be evenly dispersed around the room ,12,10,Daisy,1
